"","id","nom","inscrits","abst","blancs","joly","lepen","sarkozy","melenchon","poutou","arthaud","cheminade","bayrou","dupont.aignan","hollande"
"187","0710","ECOLE PRIMAIRE GILBERT DRU",971,19.36,0.89,5.54,5.28,27.32,16.11,0.9,0,0.26,10.7,0.64,33.25
"188","0711","ECOLE JEAN-MARIE CHAVANT",1167,17.14,1.03,7.63,5.96,23.72,15.26,1.46,0.31,0.52,12.12,1.25,31.77
"189","0712","ECOLE FÉLIX FAURE",1135,14.19,0.41,4.54,7.42,32.47,10,0.52,0.1,0.1,13.4,2.06,29.38
"190","0713","ECOLE JEAN MACÉ",1107,16.53,1.3,3.95,10.2,25.55,11.51,0.33,0.66,0.33,12.61,1.43,33.44
"191","0714","ECOLE JEAN MACÉ",1071,20.45,1.29,4.99,9.27,26.87,12.96,0.48,0.36,0.36,13.79,1.07,29.85
"192","0715","ECOLE JEAN MACÉ",921,22.15,1.95,2.42,10.24,28.02,12.66,0.43,0.43,0.14,10.53,0.85,34.28
"193","0716","ECOLE JEAN MACÉ",948,18.35,1.29,4.97,9.29,20.68,14.01,0.92,0.65,0,12.57,1.83,35.08
"194","0717","ECOLE JEAN-PIERRE VEYET",1033,18.78,1.31,3.86,9.78,30.68,11.71,0.97,0.48,0.12,12.08,1.45,28.86
"195","0718","ECOLE JEAN-PIERRE VEYET",944,20.97,1.47,4.08,8.44,29.25,12.52,0.68,0.68,0.14,10.61,1.63,31.97
"196","0719","ECOLE JEAN-PIERRE VEYET",1171,18.02,1.56,4.02,8.36,27.94,12.8,0.42,0.85,0.21,13.97,1.38,30.05
"197","0720","ECOLE DOCTEUR CRESTIN",1150,18.52,1.28,4.54,10.05,26.59,9.08,0.76,0.65,0.32,12.43,1.41,34.16
"198","0721","ECOLE DOCTEUR CRESTIN",1264,17.72,0.58,3.48,7.83,31.62,9.28,0.58,0.29,0.19,13.64,1.64,31.43
"199","0722","LYCEE HECTOR GUIMARD",1296,20.06,0.87,2.92,16.46,23.76,12.85,0.88,0.68,0.29,10.91,1.85,29.41
"200","0723","LOCAL MUNICIPAL",1276,25.16,2.2,3.53,9.74,21.31,18.74,0.43,0.75,0.43,9.64,0.96,34.48
"201","0724","LOCAL MUNICIPAL",1122,22.1,1.26,3.24,12.98,23.17,15.06,0.7,0.12,0.23,10.31,2.55,31.63
"202","0725","ECOLE MARCEL PAGNOL",1242,18.84,1.88,3.13,14.36,20.12,11.83,1.11,0.2,0.1,11.93,2.22,34.98
"203","0726","ECOLE CLAUDIUS BERTHELIER",1663,19.72,1.57,3.58,16.89,21.92,12.4,0.61,0.38,0.15,9.28,1.52,33.26
"204","0727","ECOLE MARCEL PAGNOL",1081,19.8,2.65,2.96,13.51,25.36,11.73,0.47,0.71,0.47,10.07,1.54,33.18
"205","0728","ECOLE CLAUDIUS BERTHELIER",816,18.14,1.65,3.35,15.83,26.94,11.42,0.61,0.3,0,11.87,1.07,28.61
"206","0729","ECOLE MARCEL PAGNOL",1419,22.13,1,3.29,12.43,27.79,14.17,0.82,0.64,0.18,7.59,1.46,31.63
"207","0730","ECOLE CLAUDIUS BERTHELIER",1161,21.27,1.86,3.12,14.6,18.73,15.16,0.45,0.78,0.56,9.48,1.11,36.01
"208","0731","ECOLE ARISTIDE BRIAND",1000,22.3,1.67,3.27,14.92,22.51,14.79,1.05,0.65,0.26,7.2,1.18,34.16
"209","0732","ECOLE ARISTIDE BRIAND",1201,27.89,1.27,3.86,16.73,22.34,12.87,1.52,0.7,0.12,8.07,1.17,32.63
"210","0733","ECOLE ARISTIDE BRIAND",999,27.83,1.8,2.4,21.33,12.99,15.4,0.85,0.56,0.28,4.8,0.99,40.4
"211","0734","ECOLE ARISTIDE BRIAND",1017,23.6,1.93,2.62,13.12,16.4,14.7,1.44,1.05,0.13,11.42,1.84,37.27
"212","0735","ECOLE FRANÇOIS RAVIER",1284,19.86,0.97,3.83,12.17,19.63,13.94,0.79,0.69,0.1,11.58,0.88,36.41
"213","0736","ECOLE FRANCOIS RAVIER",1137,19.17,0.22,4.36,13.96,25.85,11.01,1.09,0.44,0.11,13.63,1.42,28.14
"214","0801","MAIRIE DU 8",870,25.63,1.55,3.3,16.01,22.29,12.24,1.73,0.47,0.16,10.2,1.73,31.87
"215","0802","MAIRIE DU 8",990,16.06,0.96,2.92,14.09,33.9,7.53,0.49,0.61,0.36,12.52,1.34,26.25
"216","0803","MAIRIE DU 8",1081,15.73,1.43,4.79,9.35,28.29,11.25,0.45,0,0.45,11.47,1.78,32.18
"217","0804","GYMNASE COLBERT",1193,17.44,1.62,3.2,8.88,28.79,11.25,1.03,0.62,0.1,12.38,2.58,31.17
"218","0805","GYMNASE COLBERT",1088,22.43,1.18,2.4,10.91,32.73,8.87,0.72,0.48,0.24,11.27,1.92,30.46
"219","0806","GYMNASE COLBERT",1117,19.34,1.55,5.75,10.6,26.16,9.47,0.9,0.56,0.11,11.95,2.37,32.13
"220","0807","ECOLE PAUL EMILE VICTOR",1052,17.4,0.58,3.82,9.61,32.41,9.03,0.46,0.35,0.12,11.34,1.16,31.71
"221","0808","ECOLE  PAUL EMILE VICTOR",1126,15.01,1.36,4.03,9.22,32.52,8.79,0.74,0.32,0,12.39,1.59,30.4
"222","0809","ECOLE  LUMIERE",954,16.98,1.64,3.85,10.4,33.25,9.88,0.9,0.13,0.39,11.81,1.16,28.24
"223","0810","ECOLE LUMIERE",1037,15.04,1.25,4.14,7.93,34.94,9.43,0.46,0.23,0.46,12.99,1.26,28.16
"224","0811","ECOLE  EDOUARD HERRIOT",913,17.96,1.07,2.56,10.93,27.4,14.17,0.67,0.27,0.13,12.82,0.81,30.23
"225","0812","ECOLE  EDOUARD HERRIOT",984,20.83,2.31,4.73,14.06,22.47,11.83,0.66,0.39,0.13,12.61,2.37,30.75
"226","0813","ECOLE  EDOUARD HERRIOT",942,19.96,0.93,4.15,15.39,22.22,8.57,0.94,0.67,0.13,8.7,2.81,36.41
"227","0814","ECOLE  EDOUARD HERRIOT",925,24.65,1.29,1.31,17.01,16.42,13.95,1.02,0.73,0.58,5.81,1.16,42.01
"228","0815","GYMNASE JEAN MERMOZ",950,24.42,1.53,3.39,14,23.06,13.15,1.56,0,0.14,8.49,1.56,34.65
"229","0816","GYMNASE JEAN MERMOZ",779,33.76,1.55,1.57,11.61,26.38,10.04,1.18,0,0,4.92,1.38,42.91
"230","0817","ECOLE  PASTEUR  (GYMNASE)",1181,25.74,1.71,2.2,14.04,24.25,12.41,0.93,0.81,0,11.02,1.86,32.48
"231","0818","ECOLE  PASTEUR ( GYMNASE)",791,30.34,1.27,1.65,11.76,19.3,12.87,0.74,0.92,0.18,6.8,0.55,45.22
"232","0819","ECOLE  PASTEUR  (GYMNASE)",863,33.02,1.56,1.41,8.61,12.83,21.62,1.41,0.18,0.18,3.34,0.35,50.09
"233","0820","ECOLE  JEAN MACE",938,22.17,1.64,0.97,19.08,26.18,10.03,0.28,0.42,0.14,7.52,1.53,33.84
"234","0821","ECOLE  JEAN MACE",971,19.88,1.93,2.62,17.3,27.52,11.14,1.31,0.92,0.26,9.57,1.31,28.05
"235","0822","ECOLE  JEAN MACE",1008,23.02,2.19,2.77,17.26,25.03,15.81,0.92,0.66,0.4,9.35,1.71,26.09
"236","0823","ECOLE  JEAN MACE",798,19.55,0.93,3.14,16.98,27.67,11.64,0.63,0.47,0.31,8.33,1.42,29.4
"237","0824","ECOLE JEAN GIONO",661,26.93,1.66,1.68,16.63,24.84,17.05,0.63,1.05,0,9.05,0.84,28.21
"238","0825","ECOLE  JEAN GIONO",831,31.05,2.27,1.07,13.04,18.39,13.04,1.25,0.71,0.54,4.82,1.25,45.89
"239","0826","ECOLE  JEAN GIONO",738,21.82,1.73,0.71,20.46,20.81,12.35,1.06,0.53,0,5.11,0.71,38.27
"240","0827","ECOLE  JEAN GIONO",961,30.07,2.08,1.37,18.54,19,13.98,0.76,0.76,0,4.41,1.06,40.12
"241","0828","ECOLE  ALAIN FOURNIER",611,29.79,2.56,0.72,21.77,19.86,14.83,0.48,1.2,0.24,4.31,0.24,36.36
"242","0829","ECOLE ALAIN FOURNIER",555,32.79,1.88,1.64,18.31,12.57,14.48,1.64,0.82,0.27,5.46,0.55,44.26
"243","0830","ECOLE  CHARLES PEGUY",1027,19.77,0.36,1.71,15.96,28.99,8.28,0.73,0.49,0,11.33,1.1,31.43
"244","0831","ECOLE  CHARLES PEGUY",827,27.45,1.83,0.68,22.92,16.13,13.24,1.02,0.51,0,4.92,0.68,39.9
"245","0832","ECOLE CHARLES PEGUY",892,25.45,1.95,2.15,20.86,20.86,10.28,1.53,2.3,0.46,6.9,1.99,32.67
"246","0833","ECOLE CHARLES PEGUY",983,26.65,2.22,1.28,21.56,18.44,12.2,0.57,0.57,0.14,6.38,1.99,36.88
"247","0834","ECOLE CHARLES PEGUY",1056,23.3,2.1,3.15,13.62,23.58,11.6,1.01,0.25,0.25,9.46,1.89,35.18
"248","0835","ECOLE COMBE BLANCHE",1073,26.84,2.68,2.36,16.88,22.91,11.39,1.18,0.65,0.13,9.69,1.05,33.77
"249","0836","ECOLE COMBE BLANCHE",1224,20.1,1.43,2.18,12.76,25.93,11.72,0.83,0,0.21,11.93,1.35,33.09
"250","0837","ECOLE COMBE BLANCHE",1275,23.06,1.83,2.8,15.58,19.42,14.23,0.62,0.62,0.31,8.72,1.56,36.14
"251","0838","ECOLE PHILIBERT DELORME",1150,24.61,1.73,3.17,14.08,17.96,15.49,0.82,0.35,0.23,5.4,1.64,40.85
"252","0839","ECOLE PHILIBERT DELORME",1169,17.96,2.19,1.81,16.2,24.84,14.07,0.85,0.75,0.32,9.91,1.92,29.32
"253","0840","ECOLE PHILIBERT DELORME",980,21.43,1.04,2.89,14.96,20.21,13.39,0.66,0.39,0.26,9.06,2.1,36.09
"254","0841","ECOLE PHILIBERT DELORME",901,21.86,2.27,2.03,19.62,21.08,12.79,1.02,0.73,0.73,10.32,2.18,29.51
"255","0842","ECOLE PHILIBERT DELORME",939,34.61,0.98,0.66,18.26,18.75,12.66,0.66,1.15,0,4.77,0.99,42.11
"256","0843","ECOLE SIMONE SIGNORET",997,14.84,1.41,3.94,8.84,32.62,9.32,0.6,0.12,0.36,13.62,1.55,29.03
"257","0844","ECOLE EDOUARD HERRIOT",995,22.91,1.69,3.32,13.53,20.69,13.79,0,0.66,0.27,9.15,2.25,36.34
"258","0901","MAIRIE DU 9 EME",939,26.52,2.17,2.96,14.52,23.11,13.33,1.04,0.15,0.15,9.93,1.33,33.48
"259","0902","MAIRIE DU 9 EME",940,26.91,1.46,5.32,8.57,21.86,12.26,1.62,0.44,0.15,11.96,1.62,36.19
"260","0903","MAIRIE DU 9 EME",1230,19.67,1.01,5.42,8.49,23.11,13.39,0.82,0.51,0.41,11.55,1.43,34.87
"261","0904","ECOLE DU CHAPEAU ROUGE",852,24.88,1.41,4.12,10.14,21.87,13.15,0.79,0.32,0,11.89,1.27,36.45
"262","0905","ECOLE DU CHAPEAU ROUGE",476,21.22,1.6,2.44,6.5,20.05,16.26,1.08,1.36,0.54,15.18,1.08,35.5
"263","0906","ECOLE DU CHAPEAU ROUGE",714,23.95,1.29,4.66,8.96,19.22,19.59,1.68,0.75,0.37,11.94,1.12,31.72
"264","0907","ECOLE JEAN ZAY",1034,24.47,1.41,2.08,16.1,17.92,17.66,2.21,0.65,0.13,7.01,1.69,34.55
"265","0908","ECOLE JEAN ZAY",1089,20.84,1.97,3.43,13.73,25.44,11.12,0.83,0.47,0.12,9.94,1.18,33.73
"266","0909","ECOLE JEAN ZAY",803,31.26,1.63,3.31,13.81,24.31,16.21,0.92,0.74,0.55,5.71,1.29,33.15
"267","0910","ECOLE HECTOR BERLIOZ",964,21.06,1.18,2.66,14.76,34.18,9.97,1.46,0.13,0.4,8.91,1.2,26.33
"268","0911","ECOLE  HECTOR BERLIOZ",824,18.81,0.9,2.87,15.84,33.18,8.75,0.75,0.15,0.15,11.76,1.66,24.89
"269","0912","ECOLE CHEVALIER BAYARD",767,19.82,0.98,5.75,8.05,24.96,13.63,1.15,0.99,0,11.66,1.31,32.51
"270","0913","ECOLE CHEVALIER BAYARD",914,23.96,1.01,4.94,10.76,25.58,10.76,1.16,0.87,0.29,11.63,2.33,31.69
"271","0914","ECOLE AUDREY HEPBURN",1041,23.05,1.37,4.94,10.51,20.51,15.19,1.14,0.13,0.25,11.14,0.51,35.7
"272","0915","ECOLE AUDREY HEPBURN",1227,26.32,1.44,4.6,8.87,20.31,17.4,0.79,0.22,0.45,12.12,1.8,33.45
"273","0916","ECOLE DE LA GARE D’EAU",1207,21.46,1.05,3.73,7.78,31.02,12.37,0.43,0.75,0.64,11.51,1.28,30.49
"274","0917","ECOLE DE LA GARE D’EAU",846,26,1.12,2.91,11.63,23.42,12.76,1.13,0.65,0.65,9.05,1.29,36.51
"275","0918","ECOLE LES FOUGERES",1095,29.04,1.54,1.7,12.42,17.91,15.42,1.7,0.39,0.26,7.19,1.31,41.7
"276","0919","ECOLE LES ANEMONES",926,37.9,2.26,0.71,13.35,13.17,19.93,0.53,0.71,0.53,5.87,1.6,43.59
"277","0920","ECOLE LES ANEMONES",586,30.72,1.23,3.24,13.72,18.2,15.46,0.5,0.25,0.25,4.99,2.99,40.4
"278","0921","ECOLE  LES GERANIUMS",1112,37.77,1.59,1.17,10.43,15.12,16.89,0.73,1.17,0.29,3.82,0.44,49.93
"279","0922","ECOLE LES DAHLIAS",827,30.47,1.22,2.11,17.25,23.94,15.32,0.7,0.35,0,9.51,1.76,29.05
"280","0923","ECOLE LES DAHLIAS",890,22.81,1.89,1.78,18.55,25.96,12.17,0.74,0.45,0,7.86,2.08,30.42
"281","0924","ECOLE ANTONIN LABORDE",947,22.49,1.77,4.16,13.45,28.71,13.45,0.69,0.55,0.14,8.6,1.94,28.29
"282","0925","ECOLE ANTONIN LABORDE",673,23.63,2.33,2.79,9.76,20.12,15.14,0.4,1.2,0.4,12.35,1.79,36.06
"283","0926","MAIRIE ST RAMBERT",750,21.73,1.36,3.8,8.29,34.72,11.57,0.52,0,0.35,12.09,1.9,26.77
"284","0927","ECOLE FREDERIC MISTRAL",901,15.54,1.18,3.46,10.11,30.32,10.11,1.2,0.8,0.4,10.51,1.6,31.52
"285","0928","ECOLE FREDERIC MISTRAL",811,16.03,1.91,3.89,11.08,28.89,12.13,0.9,0.3,0,13.02,1.35,28.44
"286","0929","ECOLE FREDERIC MISTRAL",912,18.09,1.34,4.07,8.14,30.66,10.04,0.14,0.68,0.14,13.43,2.31,30.39
"287","0930","ECOLE ALPHONSE DAUDET",583,22.81,0.89,3.81,11.88,25.11,11.21,0.9,0.67,0.22,10.99,1.57,33.63
"288","0931","ECOLE ALPHONSE DAUDET",703,30.58,1.23,3.11,13.9,19.5,15.35,0.21,0.21,0.21,6.02,0.62,40.87
